"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Grenville House Hotel","Camden, Londra Mostra sulla mappa","£41","1 notte, 1 adulto","Camera Doppia con Letti Singoli","2 letti singoli","6,1","Punteggio medio","262 recensioni","https://www.booking.com/hotel/gb/grenvillehotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=64547_90098345_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=80&highlighted_blocks=64547_90098345_0_1_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=64547_90098345_0_1_0__4050&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Lord Jim Hotel London Kensington","Kensington e Chelsea, Londra Mostra sulla mappa","£42","1 notte, 1 adulto","Camera Singola con Bagno in Comune","1 letto singolo","7,2","Buono","2.138 recensioni","https://www.booking.com/hotel/gb/lordjimhotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=11033901_199663582_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=81&highlighted_blocks=11033901_199663582_0_2_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=11033901_199663582_0_2_0__4160&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"The 29 London - FKA Airways Hotel Victoria","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Singola con WC e Doccia Privati","1 letto singolo","7,6","Buono","2.402 recensioni","https://www.booking.com/hotel/gb/airways-victoria.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=17917301_276357113_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=82&highlighted_blocks=17917301_276357113_0_0_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=17917301_276357113_0_0_0__3990&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Shakespeare Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£42","1 notte, 1 adulto","Camera Singola","1 letto singolo","7,1","Buono","485 recensioni","https://www.booking.com/hotel/gb/shakespeare-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=26183302_265960714_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=83&highlighted_blocks=26183302_265960714_0_1_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=26183302_265960714_0_1_0__4200&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"St George's Inn Victoria","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Singola con Bagno Privato","1 letto singolo","7,4","Buono","1.504 recensioni","https://www.booking.com/hotel/gb/stgeorges-hotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=12866301_276356775_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=84&highlighted_blocks=12866301_276356775_0_0_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12866301_276356775_0_0_0__3990&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Albany Hotel","Camden, Londra Mostra sulla mappa","£42","1 notte, 1 adulto","Camera Singola","1 letto singolo","5,8","Punteggio medio","718 recensioni","https://www.booking.com/hotel/gb/albany-wc1-area.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=57088501_92099674_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=85&highlighted_blocks=57088501_92099674_0_0_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=57088501_92099674_0_0_0__4230&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Lancaster Gate Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Singola","1 letto singolo","8,1","Ottimo","4.195 recensioni","https://www.booking.com/hotel/gb/lancaster-gate.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=25896404_201803727_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=86&highlighted_blocks=25896404_201803727_0_2_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=25896404_201803727_0_2_0__4250&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"London Queen's Eurostar - Kings Cross","Camden, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Matrimoniale con Bagno in Comune","1 letto matrimoniale alla francese","6,6","Punteggio medio","114 recensioni","https://www.booking.com/hotel/gb/london-queen-39-s-eurostar-kings-cross-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=535078601_234001921_2_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=87&highlighted_blocks=535078601_234001921_2_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=535078601_234001921_2_0_0__4250&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Alhambra Hotel","Camden, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Singola con Bagno in Comune","1 letto singolo","8,3","Ottimo","2.232 recensioni","https://www.booking.com/hotel/gb/alhambrahotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=13707_91909654_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=88&highlighted_blocks=13707_91909654_0_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=13707_91909654_0_0_0__4275&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Regency House Hotel","Camden, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","8,2","Ottimo","451 recensioni","https://www.booking.com/hotel/gb/regencyhousehotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=109852_88652178_1_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=89&highlighted_blocks=109852_88652178_1_1_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=109852_88652178_1_1_0__4300&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"NOX HOTELS - Lancaster Gate","Quartiere di Westminster, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","8,8","Favoloso","1.270 recensioni","https://www.booking.com/hotel/gb/nox-hotels-lancaster-gate.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=271944516_106286898_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=90&highlighted_blocks=271944516_106286898_0_0_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=271944516_106286898_0_0_0__4300&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Ravna Gora","Kensington e Chelsea, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Singola con Bagno in Comune","1 letto singolo","8,0","Ottimo","1.522 recensioni","https://www.booking.com/hotel/gb/ravna-gora-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=35646303_127084128_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=91&highlighted_blocks=35646303_127084128_1_0_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=35646303_127084128_1_0_0__4300&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Piccolino Hyde Park Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Matrimoniale Standard","1 letto matrimoniale alla francese","7,8","Buono","921 recensioni","https://www.booking.com/hotel/gb/piccolino-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=4390902_92006860_1_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=92&highlighted_blocks=4390902_92006860_1_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=4390902_92006860_1_0_0__4309&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mornington Hotel London Victoria","Quartiere di Westminster, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Singola con Balcone","1 letto singolo","8,0","Ottimo","1.241 recensioni","https://www.booking.com/hotel/gb/caswellhotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=22901802_123732105_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=93&highlighted_blocks=22901802_123732105_0_0_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=22901802_123732105_0_0_0__4320&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"Urbany Hostel London","Quartiere di Westminster, Londra Mostra sulla mappa","£43","1 notte, 1 adulto","Camera Matrimoniale con Bagno in Comune","1 letto matrimoniale alla francese","8,8","Favoloso","137 recensioni","https://www.booking.com/hotel/gb/urbany-hostel-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=585561904_229165222_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=94&highlighted_blocks=585561904_229165222_0_0_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=585561904_229165222_0_0_0__4320&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Dover Hotel - B&B","Quartiere di Westminster, Londra Mostra sulla mappa","£44","1 notte, 1 adulto","Camera Matrimoniale","1 letto matrimoniale alla francese","7,6","Buono","994 recensioni","https://www.booking.com/hotel/gb/doverhotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=754_88652018_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=95&highlighted_blocks=754_88652018_0_1_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=754_88652018_0_1_0__4400&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Imperial Court Suites","Quartiere di Westminster, Londra Mostra sulla mappa","£44","1 notte, 1 adulto","Monolocale Superior (2 Adulti)","1 letto matrimoniale alla francese","6,8","Punteggio medio","893 recensioni","https://www.booking.com/hotel/gb/imperial-court-suites.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=191101301_287984387_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=96&highlighted_blocks=191101301_287984387_0_0_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=191101301_287984387_0_0_0__4400&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rose Park Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£35","1 notte, 1 adulto","Camera Singola","1 letto singolo","6,9","Punteggio medio","1.145 recensioni","https://www.booking.com/hotel/gb/rose-park-hotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=4098_91909161_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=97&highlighted_blocks=4098_91909161_0_0_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=4098_91909161_0_0_0__3520&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Dean Court","Quartiere di Westminster, Londra Mostra sulla mappa","£44","1 notte, 1 adulto","Camera Matrimoniale con Bagno in Comune","1 letto matrimoniale alla francese","7,1","Buono","56 recensioni","https://www.booking.com/hotel/gb/dean-court-london.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=309321115_231838803_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=98&highlighted_blocks=309321115_231838803_0_1_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=309321115_231838803_0_1_0__4410&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"London House Hotel","Quartiere di Westminster, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Singola Piccola","1 letto singolo","8,1","Ottimo","2.121 recensioni","https://www.booking.com/hotel/gb/londonhousehotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=20029709_91912351_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=99&highlighted_blocks=20029709_91912351_0_2_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=20029709_91912351_0_2_0__4484&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=;has_campaign_deals_early21_customer_label=1#hotelTmpl"
"The Portico Hotel - FKA Hanover Hotel Victoria","Quartiere di Westminster, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Singola Deluxe","1 letto singolo","7,6","Buono","363 recensioni","https://www.booking.com/hotel/gb/hanoverhotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=12145103_276356714_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=100&highlighted_blocks=12145103_276356714_0_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=12145103_276356714_0_0_0__4500&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Paddington Court Executive Rooms","Quartiere di Westminster, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Camera Singola Deluxe","1 letto singolo","7,7","Buono","698 recensioni","https://www.booking.com/hotel/gb/allandalehotel.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvjrwYAGwAIB0gIkMDljODc2NTUtNzhkZS00ODI1LWFkNjMtMjFkZGExOTRiNzUw2AIE4AIB&sid=4de86c55048e307a0cd2f666e709cfca&all_sr_blocks=11956904_202733070_0_2_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=101&highlighted_blocks=11956904_202733070_0_2_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=11956904_202733070_0_2_0__4500&srepoch=1611691512&srpvid=78288d3c4e060021&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"KingswayPark Hotel at Park Avenue","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Singola Standard","1 letto singolo","7,3","Buono","510 recensioni","https://www.booking.com/hotel/gb/kingsway-park.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=3719401_261416514_0_1_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=102&highlighted_blocks=3719401_261416514_0_1_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=3719401_261416514_0_1_0__3960&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Point A Hotel London Paddington","Quartiere di Westminster, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Doppia con Letti Singoli - Senza Finestra","2 letti singoli","8,0","Ottimo","1.507 recensioni","https://www.booking.com/hotel/gb/point-a-hotel-london-paddington.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=158034506_180155593_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=103&highlighted_blocks=158034506_180155593_0_0_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=158034506_180155593_0_0_0__3960&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"NOX HOTELS - Waterloo","Lambeth, Londra Mostra sulla mappa","£45","1 notte, 1 adulto","Monolocale Matrimoniale - Piano Seminterrato","1 letto matrimoniale alla francese","8,6","Favoloso","598 recensioni","https://www.booking.com/hotel/gb/nox-hotels-waterloo.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=628180801_244739040_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=104&highlighted_blocks=628180801_244739040_0_0_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=628180801_244739040_0_0_0__4500&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Point A London Liverpool Street","Tower Hamlets, Londra Mostra sulla mappa","£40","1 notte, 1 adulto","Camera Matrimoniale senza Finestra","1 letto matrimoniale alla francese","8,3","Ottimo","2.619 recensioni","https://www.booking.com/hotel/gb/point-a-london-liverpool-street.it.html?label=gen173bo-1DCAQoggJCDXNlYXJjaF9sb25kb25IFFgDaFCIAQGYARS4AQfIAQzYAQPoAQH4AQOIAgGYAgKoAgO4AvnrwYAGwAIB0gIkMzVlMDY0ZmEtZDJiYi00YjI2LWJhMzAtYTAwNGI2NDExMjY52AIE4AIB&sid=9df513f53467b8491529c72b459869dd&all_sr_blocks=170885302_180155577_0_0_0&checkin=2021-01-26&checkout=2021-01-27&dest_id=2280&dest_type=district&group_adults=1&group_children=0&hapos=105&highlighted_blocks=170885302_180155577_0_0_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=price&sr_pri_blocks=170885302_180155577_0_0_0__3960&srepoch=1611691514&srpvid=a9138d3c46130063&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
